Age,Preference,SlNo,Gender,Percent_SSC,Board_SSC,Percent_HSC,Board_HSC,Stream_HSC,Percent_Degree,Course_Degree,Experience_Yrs,Entrance_Test,Percentile_ET,Percent_MBA,Specialization_MBA,Marks_Communication,Marks_Projectwork,Marks_BOCA,Placement,Salary,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
,,322,F,61.28,Others,70.83,Others,Commerce,63.79,Management,0,MAT,60,57.29,Marketing & HR,54,67,69,Not Placed,0,FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888
,,323,F,85,ICSE,67,CBSE,Science,76,Arts,0,MAT,82,71.43,Marketing & HR,68,75,80,Placed,252000,DRD13,15,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,,Tier 2,Supermarket Type1,958.752
,,324,F,55,ICSE,69,ISC,Commerce,65,Commerce,0,MAT,55,62.93,Marketing & Finance,50,75,66,Not Placed,0,FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,,Tier 2,Supermarket Type1,1956.1204
,,325,M,75.5,ICSE,60.5,ISC,Science,63,Engineering,1,MAT,95,64.86,Marketing & Finance,68,81,70,Placed,280000,FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038
,,326,M,66.8,Others,50,Others,Commerce,56.38,Commerce,1,MAT,57,56.13,Marketing & Finance,50,69,69,Not Placed,0,NCK19,9.8,Low Fat,0.151420934,Others,194.3478,OUT010,1998,,Tier 3,Grocery Store,387.4956
,,327,F,77,Others,82,Others,Commerce,75,Commerce,0,CAT,60,66.63,Marketing & Finance,64,77,62,Placed,350000,FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052
,,328,F,59,ICSE,85.6,Others,Commerce,75.2,Management,0,MAT,95.65,66.94,Marketing & Finance,73,66,63,Not Placed,0,FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,2002,,Tier 2,Supermarket Type1,1754.383
,,329,M,65,ICSE,65,ISC,Science,75,Computer Applications,0,K-MAT,93,63.94,Marketing & HR,73,73,56,Not Placed,0,NCW17,,Low Fat,0.019292355,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844
,,330,F,69,Others,78.2,CBSE,Commerce,65,Management,0,MAT,50,62.5,Marketing & Finance,65,63,59,Not Placed,0,FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,2002,,Tier 2,Supermarket Type1,3918.8988
,,331,F,84,Others,77,Others,Commerce,80,Commerce,0,,0,66.61,Marketing & Finance,70,77,83,Placed,216000,DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268
,,332,M,63.68,Others,58.19,Others,Commerce,72.24,Commerce,0,MAT,36.56,66.18,Marketing & Finance,71,73,63,Not Placed,0,FDN60,,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308
,,333,M,62,Others,53,ISC,Science,68,Management,0,MAT,72,61.01,Marketing & Finance,53,72,63,Placed,264000,FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,OUT045,2002,,Tier 2,Supermarket Type1,4425.5726
,,334,M,60.2,CBSE,56.4,CBSE,Commerce,58.8,Management,1,MAT,93.4,57.34,Marketing & Finance,60,68,57,Placed,270000,FDN58,,Regular,0.056596985,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936
,,335,F,52,CBSE,58,CBSE,Arts,50,Arts,2,MAT,80,56.63,Marketing & HR,51,70,67,Placed,300000,FDC41,,Low Fat,0.2047,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701
,,336,M,57,Others,60,Others,Commerce,60.3,Management,0,MAT,59,64.74,Marketing & Finance,67,66,59,Not Placed,0,FDO01,,Regular,0.020618324,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904
,,337,M,61,ICSE,73,ISC,Commerce,68,Commerce,1,MAT,84,58.95,Marketing & HR,50,59,59,Placed,275000,NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528
,,338,M,56,ICSE,58,ISC,Commerce,67,Management,0,,0,65.28,Marketing & Finance,62,77,77,Not Placed,0,FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,2002,,Tier 2,Supermarket Type1,6410.3224
,,339,M,75,Others,56,Others,Commerce,53,Management,0,K-MAT,85,54.5,Marketing & Finance,52,50,50,Placed,300000,FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,2007,,Tier 2,Supermarket Type1,1992.0736
,,340,M,67,Others,55,Others,Science,75.5,Computer Applications,1,MAT,78,54.48,Marketing & Finance,53,68,77,Placed,250000,FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,2007,,Tier 2,Supermarket Type1,2870.9296
,,341,F,80.96,Others,45,Others,Science,89,Computer Applications,0,MAT,59.32,69.71,Marketing & HR,76,77,66,Placed,260000,FDY49,,Regular,0.011953902,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128
,,342,F,75,ICSE,78,ISC,Commerce,71,Others,2,MAT,88,71.96,Marketing & HR,66,77,78,Placed,185000,FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,539.298
,,343,F,61,ICSE,76,ISC,Arts,48,Arts,0,MAT,79,63.91,Marketing & HR,56,61,60,Placed,216000,NCY18,7.285,Low Fat,0.031125709,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635
,,344,F,56,ICSE,74.6,ISC,Commerce,60.2,Commerce,2,,0,63.53,Marketing & Finance,65,76,80,Not Placed,0,NCY30,20.25,Low Fat,0.026005891,Household,180.9976,OUT045,2002,,Tier 2,Supermarket Type1,2716.464
,,345,M,64,Others,60,Others,Commerce,51,Management,0,MAT,73,55.8,Marketing & IB,56,57,53,Placed,265000,FDJ22,,Low Fat,0.09246392,Snack Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,383.5008
,,346,M,64,Others,52,Others,Commerce,61,Management,0,MAT,87.55,52.81,Marketing & Finance,54,60,67,Placed,300000,DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
,,347,M,78,Others,47,Others,Science,53,Engineering,0,K-MAT,84,56.12,Marketing & Finance,60,66,68,Placed,325000,FDL27,6.17,Low Fat,0.010647477,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.478
,,348,M,74.81,ICSE,75.32,ISC,Commerce,48.23,Commerce,0,MAT,83,53.37,Marketing & Finance,54,60,53,Placed,267000,NCO30,19.5,Low Fat,0.015749341,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944
,,349,F,66,ICSE,80,ISC,Commerce,64,Management,0,,0,62.95,Marketing & Finance,65,71,54,Placed,264000,NCB07,19.2,Low Fat,0.077628053,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.576
,,350,M,59.2,CBSE,68,Others,Science,60,Management,1,MAT,79,58.44,Marketing & HR,52,64,63,Not Placed,0,FDX25,16.7,Low Fat,0,Canned,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088
,,351,M,65,CBSE,55,ISC,Science,60,Science,0,MAT,61.28,60.11,Marketing & HR,62,72,65,Placed,240000,FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
,,352,F,84,ICSE,87,ISC,Commerce,75,Management,0,CAT,80,72.21,Marketing & Finance,79,67,64,Not Placed,0,FDR59,14.5,Regular,0.063993068,Breads,260.4594,OUT045,2002,,Tier 2,Supermarket Type1,5494.8474
,,353,M,47.68,Others,53.33,Others,Commerce,50.87,Management,0,MAT,66,58.3,Marketing & HR,50,59,50,Placed,260000,FDT27,11.395,Regular,0.069529262,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016
,,354,F,63,CBSE,58,CBSE,Commerce,69,Commerce,0,CAT,63,69.12,Marketing & Finance,57,77,78,Placed,240000,DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633
,,355,M,56,Others,42,ISC,Science,59,Computer Applications,2,,0,51.48,Marketing & Finance,50,53,55,Not Placed,0,FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988
,,356,M,44.4,Others,60.6,Others,Commerce,61,Management,0,K-MAT,63,56.98,Marketing & Finance,52,62,54,Placed,250000,FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384
,,357,F,66.5,ICSE,58.8,Others,Science,57.8,Management,0,CAT,60,63.42,Marketing & HR,74,69,51,Placed,180000,FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816
,,358,F,76,ICSE,82,ISC,Commerce,70.8,Commerce,1,,0,69.52,Marketing & Finance,69,74,71,Placed,366000,FDN39,,Regular,0.065203103,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448
,,359,F,71,Others,70,Others,Commerce,69,Management,2,MAT,80,67.69,Marketing & Finance,84,70,73,Placed,210000,FDH40,11.6,Regular,0.078929571,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864
,,360,M,37,Others,53,Others,Commerce,60,Commerce,0,MAT,48,52.64,Marketing & IB,57,71,58,Placed,250000,FDJ56,,Low Fat,0.182514881,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49
,,361,M,56,Others,57,Others,Commerce,59,Commerce,0,MAT,62,56.81,Marketing & Finance,50,73,50,Placed,250000,DRN47,12.1,Low Fat,0.016895293,Hard Drinks,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
,,362,M,82,Others,72,Others,Commerce,66,Commerce,0,MAT,26.53,60.39,Marketing & Finance,72,56,62,Placed,426000,NCO17,10,Low Fat,0.073379745,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.412
,,363,M,72,Others,49,Others,Commerce,47,Commerce,1,MAT,98,60.04,Marketing & Finance,50,60,62,Placed,270000,FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,2002,,Tier 2,Supermarket Type1,878.856
,,364,M,44,CBSE,45,CBSE,Science,64,Management,0,MAT,97,53.39,Marketing & Finance,60,58,58,Not Placed,0,FDT22,10.395,Low Fat,0.112271498,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.142
,,365,M,80.33,ICSE,75,Others,Commerce,55,Commerce,1,MAT,88.56,71.55,Marketing & Finance,74,77,54,Placed,300000,FDX26,,Low Fat,0.153741385,Dairy,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,182.4292
,,366,M,49.3,Others,49,Others,Science,54,Commerce,0,K-MAT,64,56.45,Marketing & HR,58,66,69,Placed,132000,FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334
,,367,F,46,CBSE,65,Others,Science,71,Management,0,MAT,92.66,62.92,Marketing & HR,55,71,82,Placed,144000,FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292
,,368,M,60,ICSE,65,Others,Science,67,Arts,1,,0,55.4,Marketing & HR,50,67,50,Placed,220000,FDS15,9.195,Regular,0.078502143,Meat,108.7596,OUT017,2007,,Tier 2,Supermarket Type1,2588.6304
,,369,M,54,CBSE,67,CBSE,Commerce,61,Management,0,MAT,67,56.49,Marketing & Finance,53,71,74,Placed,216000,FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256
,,370,M,77.6,Others,79,Others,Commerce,75.6,Commerce,0,MAT,91,74.49,Marketing & Finance,85,85,83,Placed,400000,FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,OUT017,2007,,Tier 2,Supermarket Type1,1230.3984
,,371,M,50,Others,52,Others,Science,70,Computer Applications,0,MAT,74,53.62,Marketing & Finance,50,74,50,Placed,275000,FDZ07,,Regular,0,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432
,,372,M,62,Others,62,Others,Commerce,71,Commerce,3,MAT,59,69.72,Marketing & Finance,63,71,61,Placed,295000,NCW53,,Low Fat,0.053392944,Health and Hygiene,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,384.8324
,,373,M,72.64,Others,47.34,Others,Science,83.33,Computer Applications,0,CAT,73,65.8,Marketing & HR,72,75,78,Placed,360000,NCA54,16.5,Low Fat,0.036715907,Household,180.0318,OUT045,2002,,Tier 2,Supermarket Type1,3969.4996
,,374,F,69,Others,61,Others,Commerce,52,Commerce,0,MAT,70,60.23,Marketing & HR,59,61,60,Placed,204000,FDX09,9,Low Fat,0.065236932,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228
,,375,F,52,Others,52.8,Others,Commerce,59.52,Management,0,MAT,33.91,62.42,Marketing & Finance,68,68,66,Not Placed,0,FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128
,,376,M,67,ICSE,63,Others,Science,55,Management,0,MAT,89,60.22,Marketing & HR,66,63,61,Not Placed,0,FDW49,19.5,Low Fat,0.082888496,Canned,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014
,,377,M,46,CBSE,54,Others,Commerce,65,Management,0,MAT,71.32,52.36,Marketing & Finance,50,72,58,Not Placed,0,FDB27,7.575,Low Fat,0.055390121,Dairy,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272
,,378,M,65.92,Others,86,Others,Commerce,72,Commerce,1,K-MAT,66,66.22,Marketing & Finance,80,63,55,Placed,350000,FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76
,,379,M,53.8,Others,46.3,Others,Science,66.1,Management,0,MAT,30.71,56,Marketing & Finance,53,55,55,Not Placed,0,FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014
,,380,F,85.8,CBSE,85,CBSE,Science,88.8,Management,0,MAT,96.16,77.3,Marketing & HR,88,80,63,Placed,300000,FDY28,7.47,Regular,0,Frozen Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436
,,381,M,53.4,ICSE,54.2,CBSE,Commerce,54,Computer Applications,0,MAT,0,53.19,Marketing & Finance,53,68,62,Placed,180000,FDX31,,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0034
,,382,M,67,Others,76,Others,Commerce,60,Management,0,MAT,48.38,50.83,Marketing & HR,54,57,51,Not Placed,0,FDR43,,Low Fat,0.160707489,Fruits and Vegetables,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.284
,,383,F,58.29,Others,55,Others,Science,61,Management,0,K-MAT,71,56.81,Marketing & Finance,64,66,57,Not Placed,0,FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356
,,384,M,61,Others,53,Others,Commerce,65,Management,0,MAT,46.47,59.14,Marketing & HR,54,69,57,Not Placed,0,FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,2007,,Tier 2,Supermarket Type1,1176.4686
,,385,M,67.2,Others,69.29,Others,Commerce,56,Computer Applications,0,G-SAT,0,61,Marketing & Finance,58,63,67,Placed,252000,FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136
,,386,M,70,CBSE,55,Others,Science,72,Management,0,CAT,50,67.94,Marketing & Finance,77,70,54,Not Placed,0,FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386
,,387,M,62.6,Others,50.6,Others,Commerce,52,Management,0,MAT,34.53,58.63,Marketing & HR,62,57,56,Placed,162000,FDC50,15.85,Low Fat,0,Canned,96.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.7222
,,388,M,77,Others,49.5,Others,Science,64,Management,0,MAT,50.53,59.5,Marketing & Finance,70,59,56,Placed,450000,FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,1998,,Tier 3,Grocery Store,474.0496
,,389,M,66.4,Others,72,Others,Commerce,57,Management,0,MAT,60,61.63,Marketing & IB,73,73,54,Placed,240000,FDP22,,Regular,0,Snack Foods,52.6666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
,,390,F,70,ICSE,77,ISC,Commerce,53,Commerce,0,MAT,77,70.17,Marketing & Finance,67,77,57,Placed,300000,DRE49,20.75,Low Fat,0.021250002,Soft Drinks,150.5024,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408
,,391,M,74,Others,85,Others,Commerce,60,Commerce,0,MAT,58.89,60.36,Marketing & Finance,64,67,63,Not Placed,0,FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772
,,,,,,,,,,,,,,,,,,,,,FDY32,7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,OUT045,2002,,Tier 2,Supermarket Type1,3914.904
,,,,,,,,,,,,,,,,,,,,,FDW07,18,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626
,,,,,,,,,,,,,,,,,,,,,FDU02,,Low Fat,0.179484411,Dairy,228.9352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408
,,,,,,,,,,,,,,,,,,,,,NCF18,18.35,Low Fat,0.089163056,Household,191.3504,OUT045,2002,,Tier 2,Supermarket Type1,3259.7568
,,,,,,,,,,,,,,,,,,,,,FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816
,,,,,,,,,,,,,,,,,,,,,FDN58,13.8,Regular,0.056960814,Snack Foods,230.0984,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744
,,,,,,,,,,,,,,,,,,,,,FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.1546
,,,,,,,,,,,,,,,,,,,,,FDY34,10.5,Regular,0.011026594,Snack Foods,166.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.5472
,,,,,,,,,,,,,,,,,,,,,NCE19,8.97,Low Fat,0.093203257,Household,52.7956,OUT045,2002,,Tier 2,Supermarket Type1,1037.3164
,,,,,,,,,,,,,,,,,,,,,NCK31,,Low Fat,0.026916794,Others,50.9666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
,,,,,,,,,,,,,,,,,,,,,NCJ29,10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,OUT045,2002,,Tier 2,Supermarket Type1,426.112
,,,,,,,,,,,,,,,,,,,,,FDT59,13.65,Low Fat,0.015908424,Breads,231.1668,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.004
,,,,,,,,,,,,,,,,,,,,,NCX41,19,Low Fat,0.017719277,Health and Hygiene,211.0244,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.0392
,,,,,,,,,,,,,,,,,,,,,FDU45,,Regular,0.035334201,Snack Foods,115.3518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.036
,,,,,,,,,,,,,,,,,,,,,FDW24,,Low Fat,0.065652494,Baking Goods,48.9034,OUT019,1985,Small,Tier 1,Grocery Store,48.6034
,,,,,,,,,,,,,,,,,,,,,FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770.4886
,,,,,,,,,,,,,,,,,,,,,FDM60,10.8,Regular,0.048143292,Baking Goods,40.2138,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346
,,,,,,,,,,,,,,,,,,,,,FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886,OUT013,1987,High,Tier 3,Supermarket Type1,1890.2062
,,,,,,,,,,,,,,,,,,,,,DRP35,,Low Fat,0.090427268,Hard Drinks,126.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195.84
,,,,,,,,,,,,,,,,,,,,,FDS48,15.15,Low Fat,0.027779254,Baking Goods,150.1708,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.708
,,,,,,,,,,,,,,,,,,,,,NCZ42,10.5,Low Fat,0,Household,238.3248,OUT010,1998,,Tier 3,Grocery Store,711.0744
,,,,,,,,,,,,,,,,,,,,,FDZ38,17.6,Low Fat,0.008033611,Dairy,174.2422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311.055
,,,,,,,,,,,,,,,,,,,,,FDH19,19.35,Low Fat,0.033088472,Meat,175.4738,OUT046,1997,Small,Tier 1,Supermarket Type1,521.3214
,,,,,,,,,,,,,,,,,,,,,NCB55,15.7,Low Fat,0.160663021,Household,59.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,829.5868
,,,,,,,,,,,,,,,,,,,,,FDC15,18.1,Low Fat,0.178975721,Dairy,155.5288,OUT017,2007,,Tier 2,Supermarket Type1,1571.288
,,,,,,,,,,,,,,,,,,,,,FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.538
,,,,,,,,,,,,,,,,,,,,,FDW35,,Low Fat,0.0194158,Breads,41.6454,OUT019,1985,Small,Tier 1,Grocery Store,83.8908
,,,,,,,,,,,,,,,,,,,,,FDB44,6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,OUT045,2002,,Tier 2,Supermarket Type1,844.2344
,,,,,,,,,,,,,,,,,,,,,NCC06,19,Low Fat,0.027139013,Household,127.3336,OUT017,2007,,Tier 2,Supermarket Type1,2940.1728
,,,,,,,,,,,,,,,,,,,,,FDR04,7.075,Low Fat,0.03777249,Frozen Foods,98.0068,OUT010,1998,,Tier 3,Grocery Store,291.6204
,,,,,,,,,,,,,,,,,,,,,FDB17,13.15,Low Fat,0.036746479,Frozen Foods,181.2976,OUT045,2002,,Tier 2,Supermarket Type1,3259.7568
,,,,,,,,,,,,,,,,,,,,,FDW43,20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554
,,,,,,,,,,,,,,,,,,,,,FDA27,20.35,Regular,0,Dairy,256.7672,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.6784
,,,,,,,,,,,,,,,,,,,,,NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687.961
,,,,,,,,,,,,,,,,,,,,,FDY56,16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642.655
,,,,,,,,,,,,,,,,,,,,,FDV39,11.3,Low Fat,0.007309544,Meat,196.2426,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943.565
,,,,,,,,,,,,,,,,,,,,,FDN32,17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135.2522
,,,,,,,,,,,,,,,,,,,,,FDW07,18,Regular,0.142978223,Fruits and Vegetables,87.4514,OUT045,2002,,Tier 2,Supermarket Type1,796.9626
,,,,,,,,,,,,,,,,,,,,,FDZ27,7.935,Low Fat,0.017191055,Dairy,51.535,OUT045,2002,,Tier 2,Supermarket Type1,848.895
,,,,,,,,,,,,,,,,,,,,,FDW23,,Low Fat,0.143592939,Baking Goods,37.3164,OUT019,1985,Small,Tier 1,Grocery Store,38.6164
,,,,,,,,,,,,,,,,,,,,,FDU01,20.25,Regular,0.011995271,Canned,184.5924,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.4948
,,,,,,,,,,,,,,,,,,,,,FDF10,15.5,Regular,0.15717236,Snack Foods,149.1418,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.5672
,,,,,,,,,,,,,,,,,,,,,DRH03,,Low Fat,0.061393095,Dairy,91.812,OUT019,1985,Small,Tier 1,Grocery Store,372.848
,,,,,,,,,,,,,,,,,,,,,FDW27,,Regular,0.264124669,Meat,155.7314,OUT019,1985,Small,Tier 1,Grocery Store,155.1314
,,,,,,,,,,,,,,,,,,,,,DRI13,15.35,Low Fat,0.020310046,Soft Drinks,218.0508,OUT013,1987,High,Tier 3,Supermarket Type1,3038.7112
,,,,,,,,,,,,,,,,,,,,,NCR05,10.1,Low Fat,0.054630834,Health and Hygiene,200.2084,OUT046,1997,Small,Tier 1,Supermarket Type1,1587.2672
,,,,,,,,,,,,,,,,,,,,,FDB29,16.7,Regular,0.052517969,Frozen Foods,115.4176,OUT045,2002,,Tier 2,Supermarket Type1,687.1056
,,,,,,,,,,,,,,,,,,,,,FDL51,20.7,Regular,0.047565208,Dairy,213.4876,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929.4884
,,,,,,,,,,,,,,,,,,,,,FDB11,16,Low Fat,0.060797393,Starchy Foods,223.8404,OUT013,1987,High,Tier 3,Supermarket Type1,3600.6464
,,,,,,,,,,,,,,,,,,,,,FDI35,14,Low Fat,0.041291169,Starchy Foods,180.7634,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608
,,,,,,,,,,,,,,,,,,,,,FDX08,12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,OUT046,1997,Small,Tier 1,Supermarket Type1,3428.2042
,,,,,,,,,,,,,,,,,,,,,FDP59,20.85,Regular,0.056580228,Breads,105.6648,OUT045,2002,,Tier 2,Supermarket Type1,623.1888
,,,,,,,,,,,,,,,,,,,,,NCJ18,12.35,Low Fat,0.164196823,Household,120.5124,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.2232
,,,,,,,,,,,,,,,,,,,,,FDJ41,6.85,Low Fat,0.022976497,Frozen Foods,261.6594,OUT018,2009,Medium,Tier 3,Supermarket Type2,3401.5722
,,,,,,,,,,,,,,,,,,,,,FDU08,10.3,Low Fat,0.027310252,Fruits and Vegetables,101.0042,OUT035,2004,Small,Tier 2,Supermarket Type1,1289.6546
,,,,,,,,,,,,,,,,,,,,,FDS09,,Regular,0.141975462,Snack Foods,49.6008,OUT019,1985,Small,Tier 1,Grocery Store,50.6008
,,,,,,,,,,,,,,,,,,,,,DRH15,8.775,Low Fat,0,Dairy,45.9428,OUT013,1987,High,Tier 3,Supermarket Type1,790.9704
,,,,,,,,,,,,,,,,,,,,,NCV17,18.85,Low Fat,0.01619866,Health and Hygiene,129.2626,OUT017,2007,,Tier 2,Supermarket Type1,3147.9024
,,,,,,,,,,,,,,,,,,,,,NCO54,,Low Fat,0.014205168,Household,56.7614,OUT027,1985,Medium,Tier 3,Supermarket Type3,2486.763
